2018-05-20,06:15:55,1,unknown,warning
2018-05-20,06:15:55,1,unknown,warning
2018-05-20,06:15:57,1,X8CxDCUt,passing
2018-05-20,06:15:57,1,X8CxDCUt,passing
2018-05-20,06:15:58,1,unknown,warning
2018-05-20,06:15:58,1,unknown,warning
2018-05-20,06:15:59,1,unknown,warning
2018-05-20,06:15:59,1,X8CxDCUt,passing
2018-05-20,06:16:00,1,X8CxDCUt,passing
2018-05-20,06:16:02,1,X8CxDCUt,passing
2018-05-20,06:16:03,1,X8CxDCUt,passing
2018-05-20,06:16:04,1,X8CxDCUt,passing
2018-05-20,06:16:13,1,X8CxDCUt,passing
2018-05-20,06:16:14,1,X8CxDCUt,passing
2018-05-20,06:16:14,1,X8CxDCUt,passing
2018-05-20,06:16:15,1,X8CxDCUt,passing
2018-05-20,06:16:15,1,unknown,warning
2018-05-20,06:16:18,1,X8CxDCUt,passing
2018-05-20,06:16:18,1,X8CxDCUt,passing
2018-05-20,06:16:20,1,unknown,warning
2018-05-20,06:16:20,1,unknown,warning
2018-05-20,06:16:21,1,unknown,warning
2018-05-20,06:16:22,1,X8CxDCUt,passing
2018-05-20,06:16:22,1,X8CxDCUt,passing
2018-05-20,06:16:25,1,unknown,warning
2018-05-20,06:16:25,1,unknown,warning
2018-05-20,06:16:26,1,unknown,warning
2018-05-20,06:16:27,1,X8CxDCUt,passing
2018-05-20,06:16:27,1,X8CxDCUt,passing
2018-05-20,06:16:28,1,X8CxDCUt,passing
2018-05-20,06:16:28,1,unknown,warning
2018-05-20,06:16:29,1,unknown,warning
2018-05-20,06:16:31,1,unknown,warning
2018-05-20,06:16:32,1,X8CxDCUt,passing
2018-05-20,06:16:33,1,X8CxDCUt,passing
2018-05-20,06:16:33,1,unknown,warning
2018-05-20,06:16:34,1,X8CxDCUt,passing
2018-05-20,06:16:35,1,X8CxDCUt,passing
2018-05-20,06:16:37,1,unknown,warning
2018-05-20,06:16:37,1,unknown,warning
2018-05-20,06:16:40,1,X8CxDCUt,passing
2018-05-20,06:16:40,1,X8CxDCUt,passing
2018-05-20,06:16:42,1,X8CxDCUt,passing
2018-05-20,06:16:43,1,X8CxDCUt,passing
2018-05-20,06:16:43,1,X8CxDCUt,passing
2018-05-20,06:16:50,1,X8CxDCUt,passing
2018-05-20,06:16:50,1,X8CxDCUt,passing
2018-05-20,06:16:51,1,X8CxDCUt,passing
2018-05-20,06:16:53,1,X8CxDCUt,passing
2018-05-20,06:16:53,1,X8CxDCUt,passing
2018-05-20,06:16:54,1,X8CxDCUt,passing
2018-05-20,06:16:57,1,unknown,warning
2018-05-20,06:16:58,1,unknown,warning
2018-05-20,06:16:58,1,unknown,warning
2018-05-20,06:17:01,1,X8CxDCUt,passing
2018-05-20,06:17:02,1,X8CxDCUt,passing
2018-05-20,06:17:04,1,X8CxDCUt,passing
2018-05-20,06:17:07,1,unknown,warning
2018-05-20,06:17:09,1,X8CxDCUt,passing
2018-05-20,06:17:09,1,X8CxDCUt,passing
2018-05-20,06:17:10,1,X8CxDCUt,passing
2018-05-20,06:17:11,1,X8CxDCUt,passing
2018-05-20,06:17:13,1,X8CxDCUt,passing
2018-05-20,06:17:13,1,X8CxDCUt,passing
2018-05-20,06:17:14,1,unknown,warning
2018-05-20,06:17:14,1,unknown,warning
